id,age,gender,country,multilingual,aut.originality.1,aut.originality.2,aut.originality,dat,problems.questions.1,problems.questions.2,problems.questions,problems.cra,problems.combined,word.1,word.2,word.3,word.4,word.5,word.6,word.7,word.8,word.9,word.10
R_2B3BLRGi8ccVhOx,55,Male,Australia,FALSE,NA,NA,NA,82.8517335866179,NA,NA,NA,1,NA,Carton,bottle,car,clothes line,book,sky,shoes,teddy bear,music,wall
R_cYoeHlABzSkv2eJ,35,Male,Australia,FALSE,NA,NA,NA,78.9662105696542,NA,NA,NA,1,NA,iron,planet,soda,stone,mother,television,clam,note,fin,policeman
R_2v1720U7gMt3IkE,55,Male,United Kingdom of Great Britain and Northern Ireland,FALSE,NA,NA,NA,81.9660546967671,NA,NA,NA,1,NA,Bird,Ski,Clock,Document,Thought,Sex,Pain,Assistant,Spelling,Child
R_ea339JdBfbJCZ7X,65,Male,United Kingdom of Great Britain and Northern Ireland,FALSE,NA,NA,NA,87.6592229963059,NA,NA,NA,1,NA,Gong,Furrow,Hat,Inteligence,sea,motorcycle,happiness,museum,brain,typewriter
R_ThnJ3Dhg46Ooezf,65,Male,United Kingdom of Great Britain and Northern Ireland,FALSE,NA,NA,NA,76.8293335146847,NA,NA,NA,2,NA,nail,foot,ruler,sink,waist,stool,buy,matt,dail,can
R_r7n1TC7ZMmDF6P7,70,Male,Australia,FALSE,NA,NA,NA,75.3181778604076,NA,NA,NA,0,NA,cat,polar bear,bicycle,horse saddle,banana,motor,aeroplane,monster,ant,chocolate
R_2pLhqjbZYFoxGiJ,70,Male,Australia,TRUE,NA,NA,NA,76.0433911567643,NA,NA,NA,2,NA,tree,fish,radio,apple,nose,cloud,beer,horse,road,shirt
R_eFIyG8XzZsjkfCx,55,Male,Australia,FALSE,NA,NA,NA,79.3802486643905,NA,NA,NA,1,NA,Tree,Fish,Run,doctor,beauty,coal,sentence,polity,scent,money
R_1Cd6YdbJbwfj6MB,55,Female,Australia,FALSE,NA,NA,NA,82.8717762515658,NA,NA,NA,1,NA,Dog,Cup,Ocean,Mountain,Shoe,Escalator,Cotton bud,Lychee,Tube of toothpast,Bus
R_3D2bsqnEdJaoLUB,55,Male,Canada,FALSE,NA,NA,NA,78.882052660698,NA,NA,NA,0,NA,sky,hammer,guilt,finger,sand,vacuum,carnation,colour,song,tent
R_2R7FPudWca4jPCl,35,Female,Australia,FALSE,NA,NA,NA,66.282399282569,NA,NA,NA,1,NA,cat,dog,elephant,chair,cane,glasses,hair,hospital,car,grass
R_2aLF7v9lDaGmzdt,18,Female,Australia,FALSE,NA,NA,NA,73.856762672464,NA,NA,NA,0,NA,In,Flu,Stone ,Becoming ,Daily,Hate,Have,Grow,Hmmm ,Affiche 
R_2Vjq0DM1jnhs4d1,70,Female,Australia,TRUE,NA,NA,NA,79.2932604528254,NA,NA,NA,2,NA,orange,mountain,elephant,inkpen,monstrosity,ignominy,insect,cactus,portulacca,castle
R_27wEtuKVXvrzsQ9,26,Male,Australia,FALSE,NA,NA,NA,76.4884681573936,NA,NA,NA,1,NA,Carrot,Water,cloud,Bird,Mud,Lock,Reptile,Baby,Sex,Leaf
R_3JmCSsBvlbd56Pj,65,Female,Australia,FALSE,NA,NA,NA,75.3286157335554,NA,NA,NA,0,NA,Door,Grass,Horse,Painting,Fork,Floor,Knitting ,Water,Scarf,Stomach
R_0AQhQ8tXos9eN21,26,Female,Australia,FALSE,NA,NA,NA,86.329484287472,NA,NA,NA,1,NA,dog,house ,eggplant,violin ,eyelash,envelope,globe,lawn mower,keys,storm
R_1IaC5huvjqLLqJX,65,Female,Australia,FALSE,NA,NA,NA,75.1747341383071,NA,NA,NA,1,NA,Carrot,Fur,Toe,Chair,Chicken,Clothes,Ocean,Walk,Drive,Cook
R_2zOdKbhqxu21tEb,70,Female,Australia,FALSE,NA,NA,NA,71.3213775839124,NA,NA,NA,1,NA,tower,hole,grass,flower,clay,clould,honey,steel,computers,swimming pool
R_2uvR4B62tS6LoD1,35,Male,Australia,FALSE,NA,NA,NA,73.0175011924335,NA,NA,NA,2,NA,love,puzzle,smart,dad,hot,vehicle,bright,sunset,loud,serenity
R_1M6rw3YT9bVoqAJ,70,Male,Australia,FALSE,NA,NA,NA,76.7000262581167,NA,NA,NA,2,NA,lounge,sky,tree,car,heater,game,computer,apple,doorway,towel
R_3qvwP9CVxZFv6ew,55,Male,United States of America,TRUE,NA,NA,NA,79.722268458101,NA,NA,NA,2,NA,dog,house,mite,sand,bobsled,tent,smoke,ink,horizon,gravity
R_3shyg7ByjZjKF41,26,Female,Australia,FALSE,NA,NA,NA,75.2750887047677,NA,NA,NA,0,NA,Table,Tree,Cloud,Fish,Crane,Waterfall,Necklace,Shed,Flower,Paint
R_pTazxEfa8BRAdLX,65,Male,Australia,FALSE,NA,NA,NA,80.932402096334,NA,NA,NA,0,NA,boat ,fly,satellite,apple,syringe,hammer,ice,foam,salt,human
R_9HpfhbRXm6szwwV,55,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,0,0,0,71.3858513605027,1,1,1,1,2,dog,mountain,planet,ocean,person,food,sperm,whale,fog,heart
R_W9u5hbWi7m8JrbP,35,Female,Ireland,FALSE,NA,NA,NA,76.4263103405634,NA,NA,NA,0,NA,fridge,rock,ocean,cliff,electricity,carpet,street,joy,sky,stamen
R_3exmcR8mvsHqIfY,35,Male,Australia,FALSE,NA,NA,NA,86.276255933834,NA,NA,NA,0,NA,box,sea,armpit,moon,sawdust,stomata,Whisker,pump,ribbon,sewage
R_2S6MTLZdiwUze5Y,35,Female,Australia,FALSE,NA,NA,NA,70.3013926744461,NA,NA,NA,1,NA,Cat,Flower,Stick,Window,Hand,Car,Book,Broom,Dog,Bed
R_1r17v7BOqO2cxMn,26,Male,Australia,TRUE,NA,NA,NA,86.3275125744708,NA,NA,NA,0,NA,water,vacuum,alcove,intuition,minimisation,cream,satisfaction,haka,delicatessan,mate
R_3dYwL7njTYOMU2s,26,Female,Australia,TRUE,NA,NA,NA,74.8962353870627,NA,NA,NA,2,NA,pie,truck,wood,cat,butter,screw,saucepan,cloud,tree,sand
R_3JbkQqGL0hyP1K2,35,Male,Australia,TRUE,NA,NA,NA,64.593101754075,NA,NA,NA,2,NA,sustainability,profit,greed,corporations,inequality,apathy,greed,conservatism,liberal,deniers
R_2rMgSDqZi4H9QH0,35,Female,Australia,FALSE,NA,NA,NA,80.8659745868118,NA,NA,NA,1,NA,road,moon,donkey,key,monk,cloud,octopus,tv,politician,dollar note
R_3I6LEPsMaQW4eUR,70,Male,Australia,FALSE,NA,NA,NA,78.6238247794764,NA,NA,NA,2,NA,orange,football,dictionary,music,rugby,knife,chicken,voice,pencil,hose
R_1ezyAjOrsKXlkYU,35,Female,Australia,FALSE,NA,NA,NA,76.460373259726,NA,NA,NA,0,NA,pillow,jabberwocky,book,pet,plate,cow,plant,friend,painting,useless box robot
R_2WJbBFjMlAhcIlu,70,Male,Australia,FALSE,NA,NA,NA,74.4017765635536,NA,NA,NA,2,NA,rocks,car,boat,paint,knife,paper,star,water,policeman,teacher
R_2y2EusueFAnkrWi,35,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,NA,NA,NA,67.5172138072196,NA,NA,NA,0,NA,Love,Hate,Dog,Moon,Saturn,Soccer,Art,Dance,Triangle ,Dream
R_1dnng71Or4efFNh,35,Female,Australia,FALSE,NA,NA,NA,77.1192820299239,NA,NA,NA,1,NA,paper,chair,weather,party,animal,orange,rock,wave,pleasure,glasses
R_3PBIh08xpPbWsDx,55,Female,New Zealand,FALSE,NA,NA,NA,80.1408790761516,NA,NA,NA,2,NA,table,gorilla,vase,car,book,home,scissors,flower,lunch,hoe
R_8IhyNyjV5MtcyYx,35,Male,Australia,FALSE,NA,NA,NA,79.410431463094,NA,NA,NA,1,NA,Dugout,Wall,Firehose,Sky,Pimple,Orange,Storm,Cabbage,Iron,Flute
R_1obXTKfrLX5feRq,35,Male,Australia,FALSE,NA,NA,NA,81.2467578177651,NA,NA,NA,2,NA,Chair,Kite,Rocket,Boulder,Iceberg ,Comet,Kidney,Fence,Tweezers ,Rubber
R_3dMtdKqf9OeCG0g,26,Female,Australia,FALSE,NA,NA,NA,74.2667892859096,NA,NA,NA,1,NA,hair ,car,tree,Sky,Marker,Child,Shop,Eggs,Book,Tissue
R_wZw0wrU8BYz5PnX,35,Female,Australia,FALSE,NA,NA,NA,48.5271568809237,NA,NA,NA,0,NA,STOP,GO,FAST,SLOW,HERE,THERE,NOWHERE,UP,DOWN,BESIDE
R_z6cTfxK5va3BwEF,35,Male,Australia,TRUE,NA,NA,NA,75.4473445316156,NA,NA,NA,1,NA,moon,car,dog,house,carrot,carpet,bbq,cloud,ski,fence
R_3P5csGLJNtwfrRn,55,Male,United Kingdom of Great Britain and Northern Ireland,FALSE,NA,NA,NA,81.0186367925434,NA,NA,NA,0,NA,cow,paperclip,plane,tomato,red blood cell,lava,thought,light,pain,money
R_1MX4lsXHZauPxNG,55,Female,Australia,FALSE,NA,NA,NA,68.635153628531,NA,NA,NA,2,NA,Dog,Bed,Carpet,Soap,Tree,Table,Candle,Mountain,Shoelace,Porridge
R_1HqqKUNYiUqngO3,65,Female,United States of America,FALSE,NA,NA,NA,82.0720700990586,NA,NA,NA,2,NA,Home,Prison,Sky,Hatred,Soft,Chocolate ,Magma,Intuition,Swimmer ,Crayon
R_2CCkaZU1ulpn85g,55,Female,New Zealand,FALSE,NA,NA,NA,80.5142558756329,NA,NA,NA,1,NA,umbrella,potstand,rock,aeroplane,mine (eg gold),cigarette,flag,lipstick,spear,wallaby
R_1hHatpytWFfUCod,35,Female,Australia,FALSE,NA,NA,NA,82.9849589882152,NA,NA,NA,2,NA,Desk,Airplane,Ant,Juice,Brother,Democracy,Chocolate,Sadness,Whale,Shoe
R_3QXje3vSSK87TgR,35,Male,Australia,FALSE,NA,NA,NA,77.9701044694299,NA,NA,NA,1,NA,Cat,Biochar,Atmosphere,Dark,Evolution,Sense,Blue,Cuddle,Confusion,Heat
R_1oej5KlhXZ67QJo,70,Male,Australia,TRUE,NA,NA,NA,73.6420685336703,NA,NA,NA,2,NA,coat,bottle,hair,phone,chair,fence,sun,road,meat,fur
R_eYgL6Z3nGyYKvbH,70,Male,Australia,FALSE,NA,NA,NA,79.3670992766108,NA,NA,NA,1,NA,Cloak,Bikini,Figleaf,Housebrick,Velvet,Steel,Cloud,Wind,Root,Genuine
R_2TnmPiS6RH8Ht2h,55,Male,Australia,FALSE,NA,NA,NA,91.4178153987797,NA,NA,NA,2,NA,Caterpillar,Robot,Doona,Lumbago,Dishcloth,Sewage,Asteroid,Phlegm,Marshmallow,Piston
R_oXpYAZdlpeWYv0B,35,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,NA,NA,NA,83.3489068916866,NA,NA,NA,2,NA,Arrow ,Pool,Meal,Sock,Starfish,Mountain,Vacuum,Emerald,Pencil,Crow
R_3KB1R7RQKLJd6w0,55,Male,Australia,TRUE,NA,NA,NA,79.6605709053221,NA,NA,NA,2,NA,fish,tree,bike-rack,mountain,chocolate,dizziness,trampoline,time,scissors,game
R_2w5Z8pRXXO8vzlO,70,Female,Australia,FALSE,NA,NA,NA,84.0227205907424,NA,NA,NA,2,NA,Apple,Steeringwheel,Mousetrap,Piglet,Cloth ,Mountain ,Bed,Shoe,Mattock,Jam
R_1GIAy7A6wxA7qqa,35,Male,Australia,FALSE,NA,NA,NA,71.1743192303748,NA,NA,NA,1,NA,chair,dog,water,pen,fire,dirt,pipe,seed,typewriter,tyre
R_2zRMojiLPytlBKO,35,Male,Australia,FALSE,NA,NA,NA,81.2028327868098,NA,NA,NA,2,NA,Apple,Ocean,Timber,Wheel,Blocks,Letters,Child,Milk,Numbers,Plans
R_ZsedF6aU7WNo4TL,65,Female,Australia,FALSE,NA,NA,NA,73.9645057136104,NA,NA,NA,1,NA,Foot,School,Student,Happiness,Nest,Father,Tree,Belief,Person,Book
R_11WR8zgRrnv9bkm,35,Female,Australia,FALSE,NA,NA,NA,68.8830810643378,NA,NA,NA,2,NA,table,tree,drink,sticky tape,carpet,roof,grass,sea ,glasses,movie
R_rjRMOPLPVjIKha1,35,Male,Australia,FALSE,NA,NA,NA,77.3480421375661,NA,NA,NA,1,NA,Fish,Aeroplane,Milk,Sunlight,Stone,Love,Oxygen,Radiation,Cup,Hair
R_DGCQG7DaPuwWrMB,70,Female,United Kingdom of Great Britain and Northern Ireland,TRUE,NA,NA,NA,75.8650665836675,NA,NA,NA,1,NA,dog, train, forest, spider, shark ,spoon, shirt, teabag, shoe, spade
R_2wbhxLgc7TkJX2Q,55,Female,Australia,FALSE,NA,NA,NA,77.4272370196524,NA,NA,NA,1,NA,dog,carrot,hat,grass,wind,volcano,star,bottle,influenza,telephone
R_22Y6IA9nbERqjwJ,70,Female,Australia,FALSE,NA,NA,NA,81.4115523050229,NA,NA,NA,2,NA,Tree ,Tent ,Frypan,Shoe,Book,Phone,Car,Paintbrush,Road,Door
R_2DOCGULeWESBrzp,55,Female,United Kingdom of Great Britain and Northern Ireland,TRUE,NA,NA,NA,76.0162353160836,NA,NA,NA,2,NA,mouth,moon,tree,computer,shop,mountain,motorbike,electricity,bath,book
R_28V9ej85OmzsRgw,35,Male,Australia,TRUE,NA,NA,NA,84.3812485547027,NA,NA,NA,2,NA,forklift,watermelon,frisbee,scissors,kennel,teddybear,crutches,stopwatch,handcuffs,rainbow
R_3mb2xcPCkyo9Cot,26,Female,Australia,FALSE,NA,NA,NA,78.73006695438,NA,NA,NA,1,NA,Cat,Victoria,The Queen,Shoe,Perpendicular,Table,Hair,Bracelet,Brain,Confuse
R_3hgBPlby0PPJhXZ,26,Female,Australia,FALSE,NA,NA,NA,75.9123942326932,NA,NA,NA,2,NA,horse,cup,rubber,plant,atmosphere,their,high,art,thread,green
R_26r4WgM2C3BPVrr,35,Male,Australia,FALSE,NA,NA,NA,83.6027262926412,NA,NA,NA,2,NA,Mountain,Horse,Gasket,Diode,Oxygen,Umbrella,Sunshine,Concrete,Hat,Toothpaste
R_28ODKVXfEpwkdIi,35,Male,Australia,FALSE,NA,NA,NA,74.6354134309859,NA,NA,NA,1,NA,Glass,Airplane,Turtle ,Hammer ,Pin,Idea,Flower ,Fingernail ,Moon ,Faeces
R_ByMWQlAKMVNMSNX,55,Male,Australia,TRUE,NA,NA,NA,85.8954644961549,NA,NA,NA,2,NA,mouse,brain,hardhat,clown,brightness,slope,mug,rag,tyre,balloon
R_2CT8HGUJqDPJUYs,35,Female,Australia,FALSE,NA,NA,NA,77.4846323721465,NA,NA,NA,1,NA,fridge,cocoa,heart,engine,grass,chicken,dog,carabiner,wetsuit,skunk
R_3PhFbvHMlkkuJnm,35,Male,New Zealand,FALSE,NA,NA,NA,80.8387100341774,NA,NA,NA,1,NA,egg,air,brother,feather,neutron,fart,sea,planet,fish,can
R_3PNTrMt9eDJqxFB,55,Male,Australia,FALSE,NA,NA,NA,76.2778286733443,NA,NA,NA,2,NA,time,space,chemical,dirt,ice,suntan,people,death,star,fish
R_2PCpHgvcriiOVwQ,26,Male,South Africa,TRUE,NA,NA,NA,76.2569885523546,NA,NA,NA,1,NA,glass,soil,sky,hat,rock,wool,rat,knife,iceberg,radar
R_3DdoDYw4pdDXPCj,35,Female,India,TRUE,NA,NA,NA,86.5284690589067,NA,NA,NA,1,NA,spoon,transistor,river,road,portable pillow,flower,discotheques,iron,engine,rope
R_2pX1ja5vA5n2EKm,35,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,NA,NA,NA,82.7718523641427,NA,NA,NA,2,NA,egg,door,book,aeroplane,trousers,pen,oil,bath,elastic,honey
R_2t6hQVRQPJgjyh5,35,Male,Australia,TRUE,NA,NA,NA,80.6199234511171,NA,NA,NA,0,NA,Helicopter,computer,radio,shoe,fishing rod,blender,tree,rock,hat,knife
R_2XbWM8d2Hxc019B,35,Male,United Kingdom of Great Britain and Northern Ireland,FALSE,NA,NA,NA,85.6943794393114,NA,NA,NA,0,NA,table,stream,moon,tractor,wallet,mug,meerkat,crystal,cheese,spear
R_3eyoRsawjtcvEiS,35,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,NA,NA,NA,84.6615380962335,NA,NA,NA,1,NA,cat ,rocket,spade,croissant,bathtub,microscope,t-shirt,moon,bucket,tree
R_22FgduxQb7paRP6,26,Female,Australia,FALSE,NA,NA,NA,88.3442936686888,NA,NA,NA,2,NA,disease,albatross,orphan,lightbulb,space,parentheses,cloud,balustrade,xylophone,pretzel
R_1FOL5EVngZvbDt0,35,Male,Australia,FALSE,NA,NA,NA,74.3185500658694,NA,NA,NA,1,NA,brick,ant,fire,dirt,pencil,gold,plastic,hair,microbe,light
R_2D2gUsJWOYfcTLq,65,Male,Australia,FALSE,NA,NA,NA,91.6246568784118,NA,NA,NA,0,NA,giraffe,comet,tarmac,microwave,diabetic,uranium,pleasure,sock,chef,report
R_3Gg3aNaA8IKnt3a,35,Male,Australia,FALSE,NA,NA,NA,87.3444607564514,NA,NA,NA,2,NA,Goose,Pencil,Gold,Phone,Ocean,Supernova,Kilogram,Wife,Woodland,Magma
R_2aluDWHAWJdFpp6,35,Male,New Zealand,FALSE,NA,NA,NA,78.1927849742628,NA,NA,NA,0,NA,Brick,Grass,Otter,Red,Comet,Earthquake,Fence,Telephone,Canyon,Worm
R_2dXP7bf5B5qGbwF,35,Male,Australia,FALSE,NA,NA,NA,87.0097091066695,NA,NA,NA,1,NA,bowl,violin,chewing-gum,lavatory,hairbrush,lockpick,cheese,emu,gun,roster
R_OGRdHPwMkWgaISJ,35,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,NA,NA,NA,77.5072998588993,NA,NA,NA,1,NA,rock,paper,scissors,computer,road,bank,book,encyclopedia,sanitary pad,mouse
R_3nq2Lo92269jjLU,65,Female,Australia,FALSE,NA,NA,NA,73.6643968948296,NA,NA,NA,1,NA,ear,tongue,lemon,cloud,water,plant,tooth,tape,printer,computer
R_2UfMB5Dv1CgDR4i,70,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,NA,NA,NA,71.3946497156506,NA,NA,NA,2,NA,Rock,Sand,Pillow,cream,heaven,slipper,cheese,dog,car,material
R_1GCb18CtwHxQLV8,35,Female,Australia,FALSE,NA,NA,NA,84.8592651675322,NA,NA,NA,0,NA,Bus,Ant,Jellyfish,Straw,Plank,Earring,Fluff,Petal,Razor blade ,Water droplet
R_bgaPoK3hJgwHHlT,70,Male,Australia,FALSE,NA,NA,NA,83.7260659362766,NA,NA,NA,1,NA,pillow,brick,spoon,spade,car,pushbike,sugar,carpet,doctor,shark
R_1Nh9R6PZn7Opf6S,35,Female,Australia,FALSE,NA,NA,NA,83.949343531969,NA,NA,NA,0,NA,pen,newspaper,kindle,sock,palm tree,sea urchin,claw,mars,star trek enterprise,diamond
R_e9i0M8VDkytH3vr,35,Male,Australia,FALSE,NA,NA,NA,83.2530340978077,NA,NA,NA,1,NA,cup,lawn,aeroplane,rock,desk,stop sign,rivet,bee,battery,camera
R_BsklSJ1nxs2Y3QZ,26,Male,Hong Kong (S.A.R.),TRUE,NA,NA,NA,78.8432445831686,NA,NA,NA,1,NA,Dream,Fire,Skin,Chop stick,Planet,Time,Boat,Milk,Gate,Wifi
R_2787z8k9A5S6Min,65,Female,Australia,TRUE,NA,NA,NA,75.077868714219,NA,NA,NA,1,NA,House,Pool ,Road,Swing,Quilt,Knitting,Phone,Flowers,Shops,Sky
R_1LwcNk50yHd3s6R,55,Male,United States of America,FALSE,2,1.5,1.75,78.5224636750562,2,2,2,1,3,refrigerator,candle,rock,fish,shoe,nose,photo,modem,pot,love
R_1oqoksjsGS8SAjd,35,Male,Australia,TRUE,NA,NA,NA,78.9032249578408,NA,NA,NA,1,NA,boat,sand,envelope,tree,lion,crayon,meteor,tombstone,twins,coin
R_2tcduGA42gVShPk,55,Male,Australia,FALSE,NA,NA,NA,81.7548649518618,NA,NA,NA,2,NA,Air,Saltanas,Asbestos ,Salmon,Cream,Straw,Gold,Football,Rope,Eyes
R_dbZJAEHIEGqUONr,35,Female,United States of America,FALSE,NA,NA,NA,69.8339097556614,NA,NA,NA,0,NA,Black,White,Grass,Water,Air,Slavery,Freedom,Tractor,Leaves,Dog
R_2zYngwH2aSCdiI6,35,Female,Australia,FALSE,NA,NA,NA,88.4364532395488,NA,NA,NA,2,NA,abacus,sunset,dreamscape,plate,giraffe,knick knack,chore,lemon,boredom,belt
R_af4KbsdXubsG3Kx,35,Male,Australia,FALSE,NA,NA,NA,77.0068173252401,NA,NA,NA,1,NA,war,water,table,country,plant,car,utensil,tax,baby,flu
R_DSGngumhhSbgSGJ,70,Female,Australia,FALSE,NA,NA,NA,89.4809624972931,NA,NA,NA,2,NA,incision,disc,planetarium,mantra,sonata,blind,happiness,farm,shellfish,whiskey
R_396YXo5Xt4XjCed,55,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,NA,NA,NA,79.884964138979,NA,NA,NA,1,NA,chair,anger,snow,balloon,grass,butterfly,speaker,testube,flag,vehicle
R_3fcuaQcRZtjFPNK,35,Female,Australia,FALSE,NA,NA,NA,83.9831675979353,NA,NA,NA,2,NA,feather,shoe,sequin,maracas,fern,thread,graph,cheese,astronaut,diplodocus
R_1P7rYuSTAESCD87,55,Female,Hong Kong (S.A.R.),TRUE,2,2.5,2.25,89.0164004550094,1,1,1,1,2,fur,bowl,mango,joint,paper,doona,bus,tripod,deer,crystal
R_2AFMsZjVRXyXFBP,35,Male,United Kingdom of Great Britain and Northern Ireland,TRUE,NA,NA,NA,83.2350292908294,NA,NA,NA,2,NA,train,unbrella,ant,sun,gum,yawn,speed,library,swamp,ram
R_31orlJS4DRvLgjY,55,Female,Australia,TRUE,NA,NA,NA,76.7496630505082,NA,NA,NA,0,NA,plausible,Implausible,funny,ghastly,worrisome,initiative,frozen,magnanimous ,exponential,infinitesimal
R_3jfEOC6IcS8z9yH,35,Male,Australia,FALSE,NA,NA,NA,84.1163884959228,NA,NA,NA,1,NA,Bicycle,Earwig,Fire,Tree,Calendar,Nut,Coin,Child,Comb,Moon
R_3ozHaKD4iiK0YGw,55,Male,Australia,FALSE,NA,NA,NA,78.007028500239,NA,NA,NA,0,NA,beach,cow,orange,mineral,planet,blood,event,stroke,game,hair
R_2rxudrQHfpDHk71,26,Male,Australia,FALSE,NA,NA,NA,79.9143793327468,NA,NA,NA,0,NA,tree,stapler,trolley,wheel,square,shoelace,carpet,lamp,toothbrush,glass
R_UtBEUIAA334qZj3,65,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,NA,NA,NA,80.4892173835209,NA,NA,NA,1,NA,computer,stone,drink,disc,star,help,cloud,sale,road,toy
R_23WgG3zdBsyDJln,55,Female,Australia,FALSE,NA,NA,NA,76.4162422601311,NA,NA,NA,1,NA,Path,Air,Paint,Lollipop,Glasses,Car,Hand,Photo,Book,Elephant
R_z2PGb0Bo9B7rsA1,65,Female,Australia,FALSE,2,1.5,1.75,84.1947676347835,2,1,1,0,1,bucket,trombone,spectacles,shoe,clock,duster,frypan,blender,hairbrush,pen
R_3iQEyJzGXzLI4BA,26,Male,Australia,FALSE,NA,NA,NA,86.4052199492497,NA,NA,NA,1,NA,flying fox,elbow,truck,trench,cumin,golgi body,galaxy,clothes peg,sword,soul
R_2dvhS5G2Hj0iNJj,70,Male,United Kingdom of Great Britain and Northern Ireland,FALSE,NA,NA,NA,70.7452417839141,NA,NA,NA,0,NA,iron,cotton wool,beef,cabbage,soil,air,lead,water,space,oceans
R_1kLWulMyMnjTDnq,35,Female,Australia,FALSE,NA,NA,NA,81.2721500040165,NA,NA,NA,2,NA,skeleton,shovel,water,planet,language,yellow,refrigerator,mosquito,column,berry
R_1Q5ikIEZMCOC3zd,35,Female,Australia,FALSE,NA,NA,NA,82.1152371132658,NA,NA,NA,2,NA,Dinosaur,Fridge,Bunsen burner,Shoelace,DVD,Stone,Ring,Helium,Sweat,Cave
R_b12uAdrMV1XinrX,55,Female,United Kingdom of Great Britain and Northern Ireland,TRUE,NA,NA,NA,71.0951631267866,NA,NA,NA,0,NA,Tin,Paint ,Wool,Colour,Pot,Knife,Machine ,Apple,Car,Sky
R_338SoFqRBVqZcKj,35,Female,Australia,FALSE,NA,NA,NA,84.8734789350558,NA,NA,NA,1,NA,planet,cushion,folder,barbeque,fingernail,flower,screw,ice,aeroplane,giraffe
R_2zp5SS5uRf0PhgC,55,Female,Australia,FALSE,NA,NA,NA,79.3424211442471,NA,NA,NA,2,NA,tree,ball,table,wool,planet,book,glasses,road,country,plastic
R_111u3fj9kVJCDxS,18,Male,Australia,TRUE,NA,NA,NA,84.9205118027471,NA,NA,NA,2,NA,State,Pencil,Diamond,Piano,Forest,Comet,Philosophy,Multiplication,Virus,Bicycle
R_1QlLIbjoODYnD6V,70,Male,Australia,TRUE,NA,NA,NA,72.8338506250154,NA,NA,NA,1,NA,sea,desert,tree,nail,paper,bird,worm,light,ear,fish
R_3CW7ivcfjyzKEck,35,Male,Australia,FALSE,NA,NA,NA,68.9490798683394,NA,NA,NA,1,NA,Sea,Land,Space,Atom,Planet,Sand,Heat,Cold,Hard,Soft
R_2bV7AUcMj3goRIL,55,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,NA,NA,NA,79.8146631657368,NA,NA,NA,0,NA,Cotton,plastic,water,skin,book,horse,missile,algorithm,clay,lava
R_1jeuFEVYEf1MsJR,55,Female,Australia,FALSE,NA,NA,NA,66.656376066662,NA,NA,NA,0,NA,cat,fish,table,wall,carpet,cupboard,glass,grass,river,goalpost
R_xgxgBKmjExsg2YN,65,Female,Singapore,FALSE,NA,NA,NA,74.6252195820922,NA,NA,NA,0,NA,jelly,concrete,butterfly,oil,can,mud,honeycomb,beach,mountain,tinsle
R_bKM26zqpmsE6mOt,35,Female,Australia,FALSE,NA,NA,NA,73.856473891508,NA,NA,NA,0,NA,paper,fork,house,dog,plane,tree,sky,death,memory,love
R_2fp7iVjCciIFhhc,26,Female,Australia,FALSE,NA,NA,NA,71.6699315678506,NA,NA,NA,1,NA,car,tree,Computer,shop,pencil,phone,bag,bottle,fence,orange
R_p6rs23ZwMiPRAqZ,65,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,NA,NA,NA,68.9162123061362,NA,NA,NA,1,NA,sunshine,darkness,cold,hot,water,wool,spikes,flowers,ice,cream
R_1n8U011tgjXLfLb,35,Male,Australia,FALSE,1.5,1.5,1.5,71.9326337178548,1,1,1,1,2,spoon,tree,dog,child,car,plane,bike,road,bus,sky
R_12tlkvfD2OYWQJ6,70,Male,United Kingdom of Great Britain and Northern Ireland,FALSE,NA,NA,NA,60.8968533220745,NA,NA,NA,2,NA,Bridge,tunnel,dock,raft,crane,boat,submarine,plane,bomb,torpedo
R_07KnQWVczdF9WW5,35,Male,Australia,FALSE,NA,NA,NA,77.4253260166872,NA,NA,NA,2,NA,dog,planet,dragon,guitar,light,fruit,shovel,marshmallow,driver,phone
R_PS5MK5XRBa8MChH,35,Female,Australia,FALSE,NA,NA,NA,87.0373790551509,NA,NA,NA,2,NA,Cloud,Ant,Rock,Colour,Verbs,Trapese,Discus,Channel,Tiger,Mat
R_2wt3RDJpghUHSU1,55,Female,New Zealand,FALSE,NA,NA,NA,77.5298056680532,NA,NA,NA,2,NA,house,fly,rhythm,paradox,generate,quick,life,prune,vine,boat
R_3me3Ia9EHUiFuwN,35,Female,Australia,FALSE,NA,NA,NA,74.603715964726,NA,NA,NA,1,NA,Cheese,Brick,Water,Golfball,Fish,Bandaid,Aeroplane,River,Child,Jetty
R_6WZZiAX69gr2gOB,35,Male,Australia,FALSE,NA,NA,NA,80.8335847797848,NA,NA,NA,1,NA,feet,plane,igloo,bee,electricity,coffee,face,dynamite,comb,planet
