id,Subject#,aut_originality,ukwac,subtitle,baroni,glove,tasa,lse,dat,dsimean,text,age,gender,rt,aut_flexibility_1,aut_flexibilit_2,aut_flexibility,aut_originality_1,aut_originality_2,aut_originality,aut_fluency_1,aut_fluency_2,aut_fluency,bag_appropriateness_1,bag_appropriateness_2,bag_appropriateness,understood,strategy,valids,Word1,Word2,Word3,Word4,Word5,Word6,Word7,Word8,Word9,Word10
R_24DjXn8SlPjOe7z,64,0.1,0.8831709028,0.9097530449,0.9177351883,0.9229318912,0.9855186537,0.871,83.7121562655,0.9238219362,pen nail chair weather psychology physicist dream cather soap opera university,21,Female,156.36,1.6,1.6,1.6,0,0.2,0.1,3,3,3,4.55555555555556,2.36111111111111,4.55555555555556,TRUE,TRUE,9,pen,nail,chair,weather,psychology,physicist,dream cather,soap,opera,university
R_2dXdbUQg8NYeV2L,65,1.3,0.8797218927,0.9330756605,0.9194887542,0.8546120725,1.0005816344,0.912,77.9130972212,0.9174960028,Boat Country Board Sheet Tissue Planet Key Colour Glass Program,19,Female,114.588,4,4.6,4.3,0.6,2,1.3,8.2,8.2,8.2,5.38461538461539,3.64102564102564,5.38461538461539,TRUE,FALSE,10,Boat,Country,Board,Sheet,Tissue,Planet,Key,Colour,Glass,Program
R_erCr0YvuEsbwTOV,66,0.2,0.8467843469,0.9104089851,0.901540424,0.9203202894,0.9872350192,0.825,80.7827878497,0.9132578129,Cat Homework Building Dirt Shorts Eyeliner Ball Airplane Pear Dishwasher,18,Female,139.786,2.6,2.6,2.6,0,0.4,0.2,3.4,3.4,3.4,5.33333333333333,3.46153846153846,5.33333333333333,TRUE,TRUE,10,Cat,Homework,Building,Dirt,Shorts,Eyeliner,Ball,Airplane,Pear,Dishwasher
R_Cm26V4GQNcjFcqZ,67,0.8,0.8097559443,0.8922146472,0.8981604071,0.8650550014,0.9769087003,0.808,75.1001499593,0.88841894,happiness sadness face  nose  toe book shelf tree sky star,19,Male,31.001,2.4,2.4,2.4,1,0.6,0.8,3.6,3.6,3.6,4.05,2.025,4.05,FALSE,TRUE,10,happiness,sadness,face ,nose ,toe,book,shelf,tree,sky,star
R_233q3VCPnsmQ6xN,68,0,0.836039687,0.9448742381,0.9085041632,0.8722472548,0.9862877074,0.884,75.3560217363,0.9095906101,sun table children rabbit red computer cup fire highlighter happy,18,Female,110.552,0,0.6,0.3,0,0,0,1,1,15.4,4.7,2.9,4.7,TRUE,FALSE,10,sun,table,children,rabbit,red,computer,cup,fire,highlighter,happy
R_1nPIZgz7bBOf0rv,69,0,0.8699762014,0.9440908861,0.9327698018,0.8817744063,1.0096261517,0.887,75.5539797601,0.9276474895,man pen room fruit shoe city fish lecture biology website,19,Female,62.049,0,0.8,0.4,0,0,0,9,9,9,4.97297297297297,3.08108108108108,4.97297297297297,TRUE,FALSE,10,man,pen,room,fruit,shoe,city,fish,lecture,biology,website
R_29cXtHxG4EjCFvB,70,0.8,0.8290397849,0.9275748361,0.9247183807,0.8173871299,0.9847209423,0.83,73.075652974,0.8966882148,father sky star earth ground line data passport tiger good,19,Male,115.638,3.2,2.6,2.9,0.8,0.8,0.8,1,1,4.4,5,3.28947368421053,5,TRUE,FALSE,10,father,sky,star,earth,ground,line,data,passport,tiger,good
R_22E4cpwNemYjEjK,71,0.1,0.8429580071,0.9307984964,0.9317851943,0.8923536114,1.0045140193,0.926,85.6523393698,0.9204818657,blankets abstract knife basketball donkey taco river see-saw foot television,18,Female,126.322,1.2,1.6,1.4,0,0.2,0.1,1,1,1.6,5.225,3.425,5.225,TRUE,TRUE,10,blankets,abstract,knife,basketball,donkey,taco,river,see-saw,foot,television
R_1o7PLrxSTHpVbUt,72,0.6,0.7640258336,0.9005242199,0.8773750303,0.819861345,0.9860935885,0.65,78.281760677,0.8695760035,cat watch drink bottle phone bag chair book leggings rings lipbalm,18,Female,49.175,2.6,3.2,2.9,0.4,0.8,0.6,4.4,4.4,4.4,NA,NA,NA,FALSE,TRUE,8,cat,watch,drink bottle,phone,bag,chair,book,leggings,rings,lipbalm
R_yVe3d30IVCQbwXL,73,0.6,0.8369373269,0.9042089391,0.9005906266,0.8797205301,0.9801717965,0.798,71.9517905797,0.9003258438,Orange Candy People Wood Underwear Furniture Sock Cable Nest Eyeball,19,Female,56.937,3.6,4.2,3.9,0.8,0.4,0.6,6,6,6,4.63157894736842,2.76315789473684,4.63157894736842,TRUE,TRUE,10,Orange,Candy,People,Wood,Underwear,Furniture,Sock,Cable,Nest,Eyeball
R_1FR4wFKoFkRhrmc,74,0,0.7543863588,0.9028561571,0.8961533265,0.7379012406,0.9833107165,0.817,57.1310530816,0.8549215599,study life friends family world freedom love dog cup phone,19,Female,39.561,0.8,0.8,0.8,0,0,0,6.4,6.4,6.4,4.63157894736842,2.21052631578947,4.63157894736842,TRUE,FALSE,10,study,life,friends,family,world,freedom,love,dog,cup,phone
R_0lk8VMw4UcCIN4B,75,0,0.8101101624,0.9177891945,0.8928656769,0.8175653997,1.0014670946,0.823,75.8972896706,0.8879595056,pen apple mouse cloud grass car paper dog water fire,21,Female,45.917,1.6,1.4,1.5,0,0,0,1.6,1.6,1.6,4.125,2.05,4.125,TRUE,FALSE,10,pen,apple,mouse,cloud,grass,car,paper,dog,water,fire
R_Xwc5xt8gby781Ql,76,0.2,0.859074517,0.9131279497,0.9067649476,0.8815068881,0.9921347607,0.871,79.6617053006,0.9105218126,lion computer hair toner wall pool bus trainer gym pillow,19,Female,138.445,1.2,1.6,1.4,0.4,0,0.2,4,4,4,4.86486486486486,2.48648648648649,4.86486486486486,TRUE,TRUE,10,lion,computer,hair,toner,wall,pool,bus,trainer,gym,pillow
R_2ZDGlR1nSHl1d9P,77,0.2,0.8723316871,0.944521567,0.9322245559,0.9029196587,1.0055370966,0.867,82.8802921499,0.9315069131,apple cup dogs umbrella buildings confidence show clips sofa tears,21,Female,58.94,1.6,2,1.8,0.2,0.2,0.2,2.4,2.4,2.4,6,1,6,TRUE,TRUE,10,apple,cup,dogs,umbrella,buildings,confidence,show,clips,sofa,tears
R_301R6BxsKNSw7SW,78,0,0.8394701266,0.9254533535,0.9221822817,0.8456873249,1.0054871332,0.899,73.8376635881,0.907656044,sun phone book hair  water air job bank map guitar,19,Male,134.925,1.4,1.4,1.4,0,0,0,3.8,3.8,3.8,5.34375,3.53125,5.34375,FALSE,FALSE,10,sun,phone,book,hair ,water,air,job,bank,map,guitar
R_3fuyQ4J54KJS4FH,79,0.7,0.8371831622,0.9319921863,0.9034855209,0.9019626633,0.9991736059,0.898,83.2226382835,0.9147594277,RABBIT socks homework turner lipstick summer politician myself laptop pizza,18,Female,78.38,3.6,4.2,3.9,0.6,0.8,0.7,6.4,6.4,6.4,4.26666666666667,2.23333333333333,4.26666666666667,FALSE,FALSE,10,RABBIT,socks,homework,turner,lipstick,summer,politician,myself,laptop,pizza
R_3CUyzsWdjShyv39,80,0.5,0.8960941122,0.9353256281,0.9458717829,0.9471002363,1.0067903669,0.878,81.0437081648,0.9462364253,burger rabbit harm clouds male tree chair fanatic statement  severity,18,Female,240.039,2.8,3.4,3.1,0.2,0.8,0.5,1.4,1.4,6.6,5.15789473684211,3.39473684210526,5.15789473684211,TRUE,FALSE,10,burger,rabbit,harm,clouds,male,tree,chair,fanatic,statement ,severity
R_11XB46TLEcjuxQ8,81,0.6,0.8437274638,0.9214854074,0.8918950464,0.8776449251,1.0076340517,0.789,80.1634048866,0.9084773789,shoe hair apple kitchen orchestra girl lightbulb crystal walls atmosphere,18,Female,42.042,3,3,3,0.6,0.6,0.6,1,1,6,4.55,2.45,4.55,TRUE,FALSE,10,shoe,hair,apple,kitchen,orchestra,girl,lightbulb,crystal,walls,atmosphere
R_1CEDW1q00hAb8Av,82,0.2,0.8694297986,0.9272109366,0.9359015537,0.8897871564,0.9720230638,0.852,81.4236095441,0.9188705018,apple  diswasher shoes conception belief basketball player riligion king zone monkey,18,Female,62.594,1.2,1.4,1.3,0.4,0,0.2,1,1,2.5,4.25714285714286,2.2,4.25714285714286,TRUE,TRUE,7,apple ,diswasher,shoes,conception,belief,basketball player,riligion,king,zone,monkey
R_1PbYlzUAz9XJ23C,83,0.2,0.8807565577,0.8965668568,0.9131686447,0.9305250285,0.9874043605,0.945,85.2631354305,0.9216842896,apple wallet headphone tissue melbourne uni indian food fibre coat hanger shoes tram,19,Male,184.078,3,2.6,2.8,0.2,0.2,0.2,1,1,3.6,5.16216216216216,2.83783783783784,5.16216216216216,FALSE,FALSE,8,apple,wallet,headphone,tissue,melbourne uni,indian food,fibre,coat hanger,shoes,tram
R_3DcCkzoxRD2YZPE,84,0,0.8689611299,0.9475600103,0.9261619793,0.924033803,0.9907104778,0.882,79.2753958276,0.9314854801,Physics apple wood heart fairies death sound mile jeans sadness,18,Female,186.382,2,1.6,1.8,0,0,0,2,2,3.8,4.975,3.4,4.975,TRUE,FALSE,10,Physics,apple,wood,heart,fairies,death,sound,mile,jeans,sadness
R_2uCicKXIkKG79MW,85,0.1,0.767523634,0.8603437796,0.8695561919,0.7942648154,0.9714503042,0.743,74.481203478,0.852627745,Shoe Keys Clothes Pencil case Bottle Phone glasses papers photo frame files,19,Female,62.047,1.4,1.2,1.3,0,0.2,0.1,1,1,1.6,4.96666666666667,3.1,4.96666666666667,FALSE,TRUE,8,Shoe,Keys,Clothes,Pencil case,Bottle,Phone,glasses,papers,photo frame,files
R_AhT1mludyP6UnAd,86,0.1,0.8484622867,0.9117178439,0.9074785574,0.9165481447,0.9959643566,0.896,78.3528095732,0.9160342378,pizza pillow train germ hair earth air electricity handbag pigment,19,Female,217.979,1.4,1.4,1.4,0,0.2,0.1,4.8,4.8,4.8,4.55263157894737,2.5,4.55263157894737,TRUE,TRUE,10,pizza,pillow,train,germ,hair,earth,air,electricity,handbag,pigment
R_3Rw1g1hXlg7W0nn,87,0.3,0.879248709,0.9087263496,0.9124595947,0.8885336367,1.0020281286,0.891,78.49845017,0.9181992837,water pencil cat cello ribbon mountain ghost maze neuron book,20,Female,202.936,3.2,3.4,3.3,0.6,0,0.3,1.8,1.8,5.2,5.25641025641026,3.66666666666667,5.25641025641026,TRUE,TRUE,10,water,pencil,cat,cello,ribbon,mountain,ghost,maze,neuron,book
R_22lHaEws9216EUz,88,0.1,0.7954136783,0.885092717,0.8807623734,0.8760302494,0.9959328812,0.89,77.5491895243,0.8866463799,Pillow Car Medicine  Chopsticks  Lighter Compuet Desk Glasses Handcream Tissue,20,Female,73.474,1.4,1.2,1.3,0.2,0,0.1,2,2,2,4.28205128205128,2.05128205128205,4.28205128205128,TRUE,FALSE,8,Pillow,Car,Medicine ,Chopsticks ,Lighter,Compuet,Desk,Glasses,Handcream,Tissue
R_3rGvtH3AH8KTTd7,89,0,0.7713262286,0.8845728035,0.8579914042,0.7806817835,0.9667396134,0.726,61.9465027537,0.8522623666,bread candy cake fish grass flower toy  pen shoe hand,20,Female,90.077,1.8,1.8,1.8,0,0,0,2.4,2.4,2.4,4.75,2.85,4.75,TRUE,TRUE,10,bread,candy,cake,fish,grass,flower,toy ,pen,shoe,hand
R_1eKIO2quBT8DWFI,90,1.5,0.8092602174,0.8818007037,0.9055392221,0.861236414,0.9828660164,0.823,77.1173072181,0.8881405147,Gum Headphone Paper Cat Hair Smile Drinks Gun Garbage  Bennies,29,Female,171.551,3.2,3.4,3.3,1.8,1.2,1.5,6,6,6,5.24324324324324,3.13513513513514,5.24324324324324,TRUE,FALSE,9,Gum,Headphone,Paper,Cat,Hair,Smile,Drinks,Gun,Garbage ,Bennies
R_r2XLdtfAvQXFDpf,91,0.8,0.8149129376,0.9242756033,0.9095998958,0.8486765066,0.9879957098,0.856,76.0589083745,0.8970921306,white dog school wind knive grandmother jeans metal moon witch,19,Female,102.365,3.8,4.2,4,1,0.6,0.8,1.6,1.6,8.2,5.66666666666667,3.48717948717949,5.66666666666667,TRUE,FALSE,9,white,dog,school,wind,knive,grandmother,jeans,metal,moon,witch
R_dfXeHNzUglqgmeB,92,0.2,0.7789428682,0.7778948624,0.8163061321,0.8364477401,0.924938548,0.759,75.9012744008,0.8269060302,Rulers Papers Rubbers Pens Pencils Book Pens Pins Laptop Keyboard,19,Female,85.348,1.8,1.8,1.8,0.4,0,0.2,1,1,3,5.35897435897436,3.07692307692308,5.35897435897436,FALSE,FALSE,9,Rulers,Papers,Rubbers,Pens,Pencils,Book,Pens,Pins,Laptop,Keyboard
R_3p2N5TyLOObYorw,93,1.1,0.87491167,0.9442260209,0.906068929,0.9336676859,1.0060671769,0.88,86.3887581686,0.9329882965,apple planet mole song button driller thumb symbol board wool,20,Female,240.054,3.8,4.4,4.1,1.2,1,1.1,1.2,1.2,7.2,5.45,3.675,5.45,TRUE,FALSE,10,apple,planet,mole,song,button,driller,thumb,symbol,board,wool
R_1gI7dQgzYhSYXSh,94,0.5,0.8790281727,0.9530580999,0.9245856365,0.8538641844,0.9870449459,0.838,78.828471154,0.9195162079,history eye founder poster window bed theatre hammer tree food,35,Female,73.067,2,3,2.5,0.2,0.8,0.5,1,1,4.6,4.9,3.2,4.9,TRUE,TRUE,10,history,eye,founder,poster,window,bed,theatre,hammer,tree,food
R_em0gB0n8x6RoB33,95,1.3,0.8964342978,0.8787523435,0.9260004979,0.9327853944,0.9901728029,0.908,80.5448981002,0.9248290673,orange sandal chair bag lego laptop planet nitrogen tutorial plushie,18,Female,102.94,5,5.6,5.3,1.2,1.4,1.3,1,1,8.4,5.15789473684211,2.86842105263158,5.15789473684211,TRUE,TRUE,8,orange,sandal,chair,bag,lego,laptop,planet,nitrogen,tutorial,plushie
R_A4fO3VhF5QPcc4F,96,0.4,0.849188242,0.8984676143,0.8917311084,0.9156819187,0.9950825592,0.894,80.4645355259,0.9100302885,elephants banana sky shooting crabs children soundtrack football handclap television,20,Male,83.594,2.4,2.2,2.3,0,0.8,0.4,7.8,7.8,8,4.28205128205128,1.97435897435897,4.28205128205128,TRUE,TRUE,10,elephants,banana,sky,shooting,crabs,children,soundtrack,football,handclap,television
R_30i8zRM2YXMXICb,97,0,0.8579709504,0.9191046197,0.9202466057,0.8670413864,0.9883111015,0.911,81.2336368863,0.9105349327,Atom Concept Cloud Homosapian Botany Pharmacy Child Thing Hope Meaning,47,Female,87.534,2.2,2,2.1,0,0,0,1,1,5,5.45945945945946,3.54054054054054,5.45945945945946,TRUE,TRUE,9,Atom,Concept,Cloud,Homosapian,Botany,Pharmacy,Child,Thing,Hope,Meaning
R_2B5Sfae5sbRFfgc,98,0.1,0.8858068244,0.9254803478,0.9187444373,0.9053262573,0.9930218019,0.876,79.3745912966,0.9256759337,umbrella  fountain  spring  July  river  colour  wonderland  fiction  tennis  confidence ,19,Female,77.625,1.4,1.6,1.5,0,0.2,0.1,1.8,1.8,1.8,4.25,2.475,4.25,TRUE,TRUE,9,umbrella ,fountain ,spring ,July ,river ,colour ,wonderland ,fiction ,tennis ,confidence 
R_2zYHFdB6hKj47rq,99,0.1,0.8289501129,0.8960577568,0.912971762,0.8623899586,0.9751811161,0.774,78.5586141759,0.8951101413,apple phone cup paper ear chair stair cloth window street,20,Female,79.242,1.8,2,1.9,0,0.2,0.1,1.6,1.6,3.2,5.25,2.925,5.25,FALSE,TRUE,10,apple,phone,cup,paper,ear,chair,stair,cloth,window,street
R_1hWigBf9VzKYmK0,100,0.3,0.8555428708,0.9195069982,0.9186856426,0.9229772206,0.9984451133,0.911,84.6340820105,0.9230315691,universe elevater dumpling tree ash battery child eye wind webpage,19,Female,240.116,2.2,2,2.1,0.4,0.2,0.3,3.2,3.2,3.2,5.45945945945946,3.16216216216216,5.45945945945946,TRUE,FALSE,9,universe,elevater,dumpling,tree,ash,battery,child,eye,wind,webpage
R_31H5WeZvUkV9qC8,101,1.1,0.8449932252,0.9010002897,0.8886577539,0.9193073706,0.9989444265,0.895,81.7859676711,0.9105806132,tree stapler photo hairdryer scarf door wand boat potato eye,18,Female,148.733,2.8,3.2,3,1.4,0.8,1.1,1,1,7,5.725,3.675,5.725,TRUE,TRUE,10,tree,stapler,photo,hairdryer,scarf,door,wand,boat,potato,eye
R_cUwluKqTQjmucQ9,102,0.7,0.8201990154,0.9193068818,0.9001587483,0.8232605697,0.9735098043,0.819,73.9907606727,0.8872870039,happy fly computer finger mirror  bottle  cake mouse rainbow  paper,18,Female,37.878,2.2,2.6,2.4,0.6,0.8,0.7,1,1,4,4.64102564102564,2.38461538461538,4.64102564102564,TRUE,TRUE,10,happy,fly,computer,finger,mirror ,bottle ,cake,mouse,rainbow ,paper
R_2rZRoGu0jMGd6vs,103,0.6,0.877796125,0.9212464635,0.9241039905,0.9151837757,0.9929010519,0.887,87.2026591473,0.9262462813,horse cup earphone English Teacher table sweater family phenomena Japan Textbook,18,Female,72.251,3.2,3,3.1,0.8,0.4,0.6,4.8,4.8,4.8,4.68421052631579,2.31578947368421,4.68421052631579,FALSE,FALSE,9,horse,cup,earphone,English Teacher,table,sweater,family,phenomena,Japan,Textbook
R_p3lvXPNL5pfnR73,104,0.8,0.8172531966,0.9108873567,0.901730876,0.8413605489,1.0074043946,0.881,72.7604148643,0.8957272745,dog book sun car water magic wood air bread sadness,24,Female,44.399,3.2,4.6,3.9,0.4,1.2,0.8,6.2,6.2,6.2,5.64102564102564,3.87179487179487,5.64102564102564,FALSE,TRUE,10,dog,book,sun,car,water,magic,wood,air,bread,sadness
R_DUzHvZGJBLdIIyB,105,0,0.8425050698,0.900564498,0.9033112704,0.8124780932,0.9808076225,0.812,72.2417034564,0.8879333108,animals foods clothes  rooms job habits ability light happiness school,19,Female,119.63,0.2,0.8,0.5,0,0,0,2.6,2.6,3.8,4.37837837837838,2.83783783783784,4.37837837837838,TRUE,TRUE,10,animals,foods,clothes ,rooms,job,habits,ability,light,happiness,school
R_2bP4geiNihEw204,106,0.9,0.8473776164,0.9401900674,0.9220861306,0.862329315,1.0018098776,0.905,75.5809636343,0.9147586014,apple car sky computer body hate tip element carpet alarm,34,Male,117.045,2.4,2.2,2.3,1,0.8,0.9,5.8,5.8,5.8,5.17948717948718,3.38461538461538,5.17948717948718,TRUE,FALSE,10,apple,car,sky,computer,body,hate,tip,element,carpet,alarm
R_1iswkELphTtaEIz,107,0.5,0.8572777864,0.9113988299,0.9189282578,0.8544211698,1.0123378494,0.846,77.3856607931,0.9108727787,dog chair alcohol clothes  dvd phone  grass weights  milk  book,18,Female,61.327,2.4,3.2,2.8,0.2,0.8,0.5,1.2,1.2,4.6,5.1,3.7,5.1,TRUE,FALSE,9,dog,chair,alcohol,clothes ,dvd,phone ,grass,weights ,milk ,book
R_3nH6WZbVsJ0YSEe,108,2.1,0.8657506947,0.9364316879,0.9278983129,0.8978670197,0.9941310756,0.89,82.691420189,0.9244157582,chair country ant chandelier song element bread hair phone grass,19,Male,149.868,5,6.2,5.6,1.8,2.4,2.1,1.8,1.8,10,5.45,3.65,5.45,TRUE,TRUE,10,chair,country,ant,chandelier,song,element,bread,hair,phone,grass
R_1mmFRIPoRnk4psf,109,1.7,0.8779473306,0.9156811245,0.9173426772,0.918837941,1.0031122525,0.947,84.7631152897,0.9265842651,Love Computer Venus Mole Witch Seaweed Dentist Tablet Cloud Truffle,21,Male,88.212,3.6,4,3.8,2.2,1.2,1.7,5.2,5.2,5.2,5.4,3.4,5.4,TRUE,FALSE,9,Love,Computer,Venus,Mole,Witch,Seaweed,Dentist,Tablet,Cloud,Truffle
R_9YnPT2v3qCNZwTD,110,2.4,0.8059577613,0.9387601588,0.8952859393,0.8764174457,0.9882223082,0.883,71.3614725641,0.9009287227,cow ice  foot child  jacket donut rainbow blue fan phone,18,Female,66.953,5.2,6,5.6,2.8,2,2.4,1,1,9.4,5.6,3.71428571428571,5.6,TRUE,TRUE,9,cow,ice ,foot,child ,jacket,donut,rainbow,blue,fan,phone
R_7X9SaB3F6TTFuHT,111,0.7,0.8477794291,0.9319763454,0.9287810492,0.8803337145,1.0035888113,0.88,77.7213710405,0.9184918699,Psychology  Pen Ear Flower Chair Glasses Ice Beef Bag Key,20,Female,158.289,4,4.2,4.1,0.6,0.8,0.7,9.4,9.4,9.4,4.75757575757576,2.3030303030303,4.75757575757576,TRUE,NA,10,Psychology ,Pen,Ear,Flower,Chair,Glasses,Ice,Beef,Bag,Key
R_3Rr0NZ4fLmP6r0W,112,0.3,0.8203301461,0.8799156992,0.8773905132,0.8790696307,0.9686865518,0.723,69.6240190949,0.8850785082,fork spoon town village grass tree spork knife human train,20,Male,59.059,2.2,1.6,1.9,0.4,0.2,0.3,1.2,1.2,3,4.8,2.375,4.8,FALSE,NA,9,fork,spoon,town,village,grass,tree,spork,knife,human,train
R_PSAH3Es1Zk6Rm4p,113,1.5,0.870378925,0.8977108001,0.9148247289,0.9418898174,1.0076417112,0.863,85.2097428869,0.9264891965,Tree Phone Bed Pickle  Hat Ant  Seismograph  Helium  Treasure  Marimba ,18,Male,199.57,3.4,3,3.2,1.2,1.8,1.5,4,4,4,5.5,3.31578947368421,5.5,TRUE,TRUE,10,Tree,Phone,Bed,Pickle ,Hat,Ant ,Seismograph ,Helium ,Treasure ,Marimba 
R_3Gm1Edv78c2V4Zp,114,0.1,0.8362952797,0.90184071,0.8961143291,0.819842583,0.9729519193,0.888,74.7101878481,0.8854089642,book shoe animal  boy text web computer pen coffee cup,19,Female,37.153,3.8,4.4,4.1,0,0.2,0.1,1,1,5.6,4.875,2.55,4.875,TRUE,TRUE,10,book,shoe,animal ,boy,text,web,computer,pen,coffee,cup
R_1F8JgzUTVH2ohMv,115,0.2,0.864734713,0.8958479004,0.8985665355,0.9185910782,0.9859253917,0.896,80.5905550075,0.9127331238,Television Mouse Candle Backpack Sandwich Teapot Bouncy-ball Bathtub Astrology Lava,27,Male,76.805,2,2.8,2.4,0,0.4,0.2,2.2,2.2,5.4,5.3,3.525,5.3,FALSE,NA,9,Television,Mouse,Candle,Backpack,Sandwich,Teapot,Bouncy-ball,Bathtub,Astrology,Lava
R_2q44GGuOQXiKx5R,116,1.8,0.8442670718,0.9425829596,0.9194647433,0.8444245806,1.0001504821,0.902,86.8658287096,0.9101779675,computer family chips balcony hair fullstop apple history zoo well,18,Female,112.592,4.8,5.8,5.3,1.6,2,1.8,12.2,12.2,12.2,5.85,3.8,5.85,TRUE,TRUE,10,computer,family,chips,balcony,hair,fullstop,apple,history,zoo,well
R_3fotPk3kp1Y7tc1,117,1.6,0.8658149025,0.9279566315,0.9282346811,0.9142365574,1.0024480878,0.921,84.80858809,0.9277381721,shoe potato rhythm human leukemia nose flowe orc dog thread,19,Female,340.415,4,5.2,4.6,1.2,2,1.6,1,1,5.6,5.55,3.85,5.55,TRUE,TRUE,9,shoe,potato,rhythm,human,leukemia,nose,flowe,orc,dog,thread
R_24GYZ1e4ET6ElrF,118,0.2,0.8184405849,0.9074907029,0.9000586121,0.8560767073,0.9915344622,0.785,71.4030447815,0.8947202139,purple bag table sky shampoo shoes dog stairs spinach  Spain ,19,Female,79.26,2,3,2.5,0.2,0.2,0.2,3.4,3.4,3.4,5.725,3.675,5.725,TRUE,FALSE,9,purple,bag,table,sky,shampoo,shoes,dog,stairs,spinach ,Spain 
R_332bw2Sp952IgHg,119,0,0.8170669231,0.9053325247,0.9011024747,0.874774664,0.9775262659,0.801,73.8954759779,0.8951605705,Car Cow Blanket Chair Pen Fingers Heart Lightbulb Night Weather,20,Female,51.816,1,1.2,1.1,0,0,0,2.4,2.4,2.4,4.475,2.575,4.475,TRUE,TRUE,10,Car,Cow,Blanket,Chair,Pen,Fingers,Heart,Lightbulb,Night,Weather
R_UmqYpRtXkiIT1NT,120,0.7,0.9283340179,0.8920266558,0.9480461553,0.9696789647,0.9468525377,0.96,92.732804375,0.9369876663,virtue index stapler criminology overalls precipice  crunch purebreed  belief divinity,24,Female,240.015,3.6,4.4,4,0.4,1,0.7,6.8,6.8,6.8,5.78947368421053,4.02631578947368,5.78947368421053,TRUE,FALSE,9,virtue,index,stapler,criminology,overalls,precipice ,crunch,purebreed ,belief,divinity
R_1Cqi4Ouy8HpF1An,121,0.8,0.793528815,0.8715308154,0.9025972886,0.9054854664,0.9089655059,0.746,71.5810688966,0.8764215783,Apple Orange Chapstick Handphone Bottle Vase Television Chair Table Monkey,22,Female,57.702,2,2.6,2.3,0.6,1,0.8,1,1,6.8,5.2,2.975,5.2,FALSE,FALSE,8,Apple,Orange,Chapstick,Handphone,Bottle,Vase,Television,Chair,Table,Monkey
R_2s71yGZA2ZfM9eJ,122,0,0.8235910455,0.9224967299,0.9139639056,0.832293374,1.0018878045,0.888,73.9895541753,0.8988465719,house animals female apple water sun teacher river  ,18,Female,66.501,0.8,0.6,0.7,0,0,0,1,1,1,4.78260869565217,2.73913043478261,4.78260869565217,FALSE,TRUE,8,house,animals,female,apple,water,sun,teacher,river,,
R_2czqcWHBpLPnoPJ,123,0,0.8112219737,0.9147694138,0.9246170448,0.8612698979,0.9868186975,0.832,74.0977386279,0.8997394055,water sky duck pen clothes class house umbrella china dirt,18,Female,59.363,2.4,2.4,2.4,0,0,0,1,1,3,4.925,2.45,4.925,TRUE,TRUE,10,water,sky,duck,pen,clothes,class,house,umbrella,china,dirt
R_1nSHBZ48jjgyMj9,124,0.6,0.8592591683,0.9322263868,0.9183762219,0.8795090227,0.9816881194,0.833,80.9176368728,0.9142117838,coffee weed basketball drums games family journey fire water oxygen,19,Male,73.074,2.8,3.6,3.2,0.8,0.4,0.6,1,1,6.4,5.1025641025641,2.46153846153846,5.1025641025641,FALSE,FALSE,10,coffee,weed,basketball,drums,games,family,journey,fire,water,oxygen
R_3hbwsFOjnOSU792,125,1.2,0.9258199225,0.8784654073,0.9335616973,0.9749270221,1.0015135395,0.908,84.0793129278,0.9428575178,trap bird orange abacus hairclip snorkel stove photocopier podiatrist questionnaire,36,Female,201.467,3.2,4.2,3.7,1.6,0.8,1.2,7,7,7,NA,NA,NA,TRUE,TRUE,9,trap,bird,orange,abacus,hairclip,snorkel,stove,photocopier,podiatrist,questionnaire
R_1Ow7NTVjxP6RL0o,126,1.2,0.9131243117,0.8663376824,0.9318430856,0.983063542,0.9978848831,0.937,90.0627820176,0.938450701,Love Table Uranium Peptide Quartz Avtur Zebra Limbo Hearken Speed,19,Female,83.378,4.2,4.4,4.3,1.6,0.8,1.2,7,7,8.4,5.07692307692308,2.97435897435897,5.07692307692308,TRUE,FALSE,9,Love,Table,Uranium,Peptide,Quartz,Avtur,Zebra,Limbo,Hearken,Speed
R_3iBWQZcMzbZfQCV,127,0.3,0.8101913019,0.8727914246,0.875931456,0.8391346351,0.9777987225,0.818,78.3117789243,0.875169508,shoe table glasses pencilcase pencil charger mouse book phone internet,18,Female,37.354,1.8,3.4,2.6,0,0.6,0.3,4.4,4.4,4.4,5.43589743589744,3.56410256410256,5.43589743589744,FALSE,TRUE,9,shoe,table,glasses,pencilcase,pencil,charger,mouse,book,phone,internet
R_42uAZBtzTbQXWWB,128,0.6,0.8000286915,0.9020143435,0.8963076535,0.8178157849,0.9864537177,0.853,73.0095215497,0.8805240382,shoe food nail mirror book store cat lamp phone tree,19,Female,48.469,2.6,2.8,2.7,0.4,0.8,0.6,3.2,3.2,3.2,5.55263157894737,3.52631578947368,5.55263157894737,FALSE,TRUE,10,shoe,food,nail,mirror,book,store,cat,lamp,phone,tree
R_2Ez2oqcOkLorRz0,129,0.8,0.8586145208,0.9303556205,0.9093350574,0.8946364759,0.9943760181,0.907,84.1546878928,0.9174635386,shoe nail unicorn bread book telephone plant sand wallet person,18,Male,53.538,4.4,4.8,4.6,1.2,0.4,0.8,9,9,9,5.72972972972973,3.67567567567568,5.72972972972973,TRUE,TRUE,10,shoe,nail,unicorn,bread,book,telephone,plant,sand,wallet,person
